IsActiveMember,CustomerID,Surname,CreditScore,RiskLevel,Geography,Gender,Age,AgeGroup,Tenure,TenureGroup,Balance,NumuberofProducts,AccountType,HasCrCard,IsActiveMember,EstimatedSalary,CustomerValue,IncomeGroup,Exited,ChurnFlag
8602,15647570,Chung,640,Medium Risk,Germany,Male,45,Middle Age,8,Loyal,120591.19,1,Basic,0,0,195123.94,Medium Value,High,0,Retained
8603,15684348,Zhdanova,656,Medium Risk,France,Male,63,Old,8,Loyal,0,2,Standard,0,1,57014.43,Medium Value,Medium,0,Retained
8604,15702541,Fraser,551,Medium Risk,France,Female,59,Old,2,New,166968.28,1,Basic,1,0,159483.76,Medium Value,High,1,Churned
8605,15646942,Meng,786,Low Risk,Spain,Female,39,Middle Age,7,Loyal,0,2,Standard,0,0,100929.59,High Value,High,0,Retained
8606,15748920,Cherkasova,561,Medium Risk,France,Female,49,Middle Age,8,Loyal,0,2,Standard,1,1,12513.07,Low value,Low,0,Retained
8607,15694581,Rawlings,807,Low Risk,Spain,Male,42,Middle Age,5,Established,0,2,Standard,1,1,74900.9,Medium Value,Medium,0,Retained
8608,15643215,Jen,602,Medium Risk,Germany,Male,38,Middle Age,2,New,71667.97,2,Standard,0,0,137111.89,High Value,High,0,Retained
8609,15649060,Chien,727,Low Risk,Germany,Female,31,Middle Age,3,Established,82729.47,2,Standard,1,0,60212.51,Medium Value,Medium,0,Retained
8610,15774258,Gorbunov,678,Medium Risk,France,Male,40,Middle Age,1,New,0,2,Standard,1,1,187343.4,High Value,High,0,Retained
8611,15731553,Lucas,730,Low Risk,France,Male,23,Adolescence,8,Loyal,0,2,Standard,1,0,183284.53,High Value,High,0,Retained
8612,15617029,Young,596,Medium Risk,Spain,Female,30,Middle Age,1,New,0,2,Standard,1,0,8125.39,Low value,Low,0,Retained
8613,15780716,Colombo,686,Medium Risk,Germany,Male,39,Middle Age,3,Established,129626.19,2,Standard,1,1,103220.56,High Value,High,0,Retained
8614,15577018,Tsao,684,Medium Risk,Germany,Female,26,Adolescence,2,New,114035.39,1,Basic,0,0,96885.19,Medium Value,Medium,0,Retained
8615,15809515,Lewis,797,Low Risk,Germany,Male,32,Middle Age,1,New,151922.94,1,Basic,1,0,8877.06,Low value,Low,0,Retained
8616,15789924,Hussain,658,Medium Risk,France,Female,39,Middle Age,4,Established,0,1,Basic,1,1,147530.06,Medium Value,High,0,Retained
8617,15725076,Anderson,653,Medium Risk,Spain,Female,27,Adolescence,6,Loyal,107751.68,2,Standard,1,1,33389.42,Low value,Low,0,Retained
8618,15672481,Ulyanov,641,Medium Risk,France,Male,37,Middle Age,6,Loyal,0,2,Standard,1,0,45309.24,Low value,Low,0,Retained
8619,15574115,Shaw,656,Medium Risk,Spain,Female,41,Middle Age,6,Loyal,101179.23,2,Standard,1,1,35230.61,Low value,Low,0,Retained
8620,15661830,Lucciano,750,Low Risk,Spain,Female,36,Middle Age,6,Loyal,0,2,Standard,1,1,59816.41,Medium Value,Medium,0,Retained
8621,15665879,Gordon,768,Low Risk,France,Female,40,Middle Age,8,Loyal,0,2,Standard,0,1,69080.46,Medium Value,Medium,0,Retained
8622,15673820,Woodward,568,Medium Risk,France,Male,33,Middle Age,7,Loyal,0,2,Standard,1,0,143450.61,High Value,High,0,Retained
8623,15747772,Cunningham,706,Low Risk,Germany,Male,36,Middle Age,9,Very Loyal,58571.18,2,Standard,1,0,40774.01,Low value,Low,0,Retained
8624,15666197,Boni,430,High Risk,Germany,Female,38,Middle Age,8,Loyal,153058.64,1,Basic,1,0,99377.27,Medium Value,Medium,0,Retained
8625,15773639,Truscott,745,Low Risk,Germany,Male,35,Middle Age,4,Established,98270.34,1,Basic,1,0,133617.43,Medium Value,High,0,Retained
8626,15581893,Ginikanwa,747,Low Risk,France,Male,43,Middle Age,1,New,130788.71,1,Basic,0,1,101495,Medium Value,High,1,Churned
8627,15672447,Bailey,657,Medium Risk,Germany,Male,40,Middle Age,7,Loyal,99165.84,1,Basic,0,1,119333.95,Medium Value,High,1,Churned
8628,15777830,Hutchinson,639,Medium Risk,France,Female,42,Middle Age,4,Established,0,2,Standard,0,0,167682.37,High Value,High,0,Retained
8629,15713890,Maclean,704,Low Risk,France,Male,44,Middle Age,3,Established,0,2,Standard,0,1,152884.85,High Value,High,0,Retained
8630,15577598,Chiang,651,Medium Risk,Spain,Male,23,Adolescence,4,Established,115636.05,2,Standard,1,0,70400.86,Medium Value,Medium,0,Retained
8631,15786042,Willmore,706,Low Risk,Germany,Female,44,Middle Age,2,New,185932.18,2,Standard,1,0,65413.41,Medium Value,Medium,0,Retained
8632,15753462,Godson,632,Medium Risk,Germany,Male,30,Middle Age,2,New,72549,2,Standard,0,1,182728.8,High Value,High,0,Retained
8633,15759690,Smith,751,Low Risk,France,Male,42,Middle Age,4,Established,0,2,Standard,1,1,81442.6,Medium Value,Medium,0,Retained
8634,15801414,Bitter,767,Low Risk,France,Female,35,Middle Age,2,New,0,2,Standard,0,0,144251.38,High Value,High,0,Retained
8635,15656141,Ts'ao,741,Low Risk,France,Male,39,Middle Age,5,Established,0,1,Basic,0,1,40207.06,Low value,Low,0,Retained
8636,15608701,Chialuka,651,Medium Risk,Germany,Male,29,Adolescence,3,Established,121890.06,1,Basic,1,0,54530.51,Medium Value,Medium,1,Churned
8637,15582892,Scott,601,Medium Risk,France,Male,46,Middle Age,2,New,99786.07,1,Basic,1,1,32683.88,Low value,Low,1,Churned
8638,15632967,Feng,520,Medium Risk,France,Male,34,Middle Age,3,Established,0,2,Standard,1,1,104703.96,High Value,High,0,Retained
8639,15587573,Castiglione,626,Medium Risk,Germany,Male,27,Adolescence,4,Established,115084.53,2,Standard,0,1,26907.43,Low value,Low,0,Retained
8640,15654891,He,811,Low Risk,France,Male,30,Middle Age,6,Loyal,0,2,Standard,1,1,180591.32,High Value,High,0,Retained
8641,15611365,Fanucci,730,Low Risk,France,Female,32,Middle Age,9,Very Loyal,127661.69,1,Basic,0,0,60905.51,Medium Value,Medium,0,Retained
8642,15749103,Ginikanwa,604,Medium Risk,Germany,Female,47,Middle Age,4,Established,118907.6,1,Basic,0,1,47777.15,Low value,Low,1,Churned
8643,15810203,Manning,499,High Risk,Germany,Female,44,Middle Age,6,Loyal,77627.33,2,Standard,1,0,108222.68,High Value,High,0,Retained
8644,15813660,Forlonge,754,Low Risk,Spain,Male,40,Middle Age,2,New,160625.17,1,Basic,0,1,3554.63,Low value,Low,0,Retained
8645,15605673,Liang,716,Low Risk,Spain,Female,29,Adolescence,8,Loyal,0,2,Standard,0,0,78616.92,Medium Value,Medium,0,Retained
8646,15669282,Uchechukwu,636,Medium Risk,France,Female,20,Adolescence,10,Very Loyal,124266.86,1,Basic,0,0,100566.81,Medium Value,High,0,Retained
8647,15792726,Sung,470,High Risk,France,Female,25,Adolescence,8,Loyal,127974.06,2,Standard,1,1,183259.35,High Value,High,0,Retained
8648,15593241,Tochukwu,444,High Risk,France,Male,43,Middle Age,3,Established,0,2,Standard,1,1,159131.21,High Value,High,0,Retained
8649,15683053,Reyna,809,Low Risk,Spain,Female,48,Middle Age,2,New,0,1,Basic,1,0,160976.85,Medium Value,High,1,Churned
8650,15632736,Liang,850,Low Risk,Germany,Female,30,Middle Age,3,Established,104911.35,2,Standard,1,1,42933.26,Low value,Low,0,Retained
8651,15731865,Unwin,637,Medium Risk,France,Male,27,Adolescence,1,New,0,2,Standard,1,0,91291.2,Medium Value,Medium,0,Retained
8652,15760450,Rutherford,512,Medium Risk,France,Male,43,Middle Age,1,New,0,2,Standard,1,1,52471.36,Medium Value,Medium,0,Retained
8653,15787204,Howe,774,Low Risk,Spain,Female,43,Middle Age,1,New,110646.54,1,Basic,0,0,108804.28,Medium Value,High,0,Retained
8654,15650454,Tran,641,Medium Risk,France,Male,57,Old,5,Established,0,2,Standard,1,1,122449.18,High Value,High,0,Retained
8655,15573730,Thompson,586,Medium Risk,Germany,Male,42,Middle Age,6,Loyal,126704.49,2,Standard,1,0,41682.3,Low value,Low,0,Retained
8656,15705050,Linger,611,Medium Risk,France,Male,30,Middle Age,9,Very Loyal,0,2,Standard,1,1,148887.69,High Value,High,0,Retained
8657,15791342,Johnston,660,Medium Risk,Spain,Male,31,Middle Age,1,New,84560.04,1,Basic,1,1,137784.25,Medium Value,High,0,Retained
8658,15684316,Udokamma,532,Medium Risk,France,Male,43,Middle Age,9,Very Loyal,0,2,Standard,0,0,190573.91,High Value,High,1,Churned
8659,15700540,Barrera,557,Medium Risk,Germany,Female,38,Middle Age,2,New,129893.56,1,Basic,0,0,102076.03,Medium Value,High,0,Retained
8660,15770631,Sutherland,730,Low Risk,Spain,Male,25,Adolescence,5,Established,167385.81,1,Basic,1,1,56307.51,Medium Value,Medium,0,Retained
8661,15790594,Bednall,535,Medium Risk,France,Female,27,Adolescence,6,Loyal,0,2,Standard,0,1,49775.58,Low value,Low,0,Retained
8662,15604020,Otoole,773,Low Risk,Germany,Female,36,Middle Age,4,Established,105858.71,1,Basic,0,1,4395.45,Low value,Low,0,Retained
8663,15637599,Cremonesi,510,Medium Risk,Germany,Female,44,Middle Age,4,Established,123070.89,1,Basic,1,0,28461.29,Low value,Low,1,Churned
8664,15736578,Hamilton,539,Medium Risk,France,Male,39,Middle Age,1,New,0,1,Basic,1,1,28184.7,Low value,Low,0,Retained
8665,15666332,Donaldson,690,Medium Risk,Spain,Female,48,Middle Age,2,New,0,2,Standard,1,1,3149.1,Low value,Low,0,Retained
8666,15727291,McKay,821,Low Risk,France,Female,40,Middle Age,1,New,0,2,Standard,1,0,194273.12,High Value,High,0,Retained
8667,15785920,Black,687,Medium Risk,Germany,Male,35,Middle Age,1,New,125141.24,2,Standard,1,1,148537.07,High Value,High,0,Retained
8668,15658987,Kane,557,Medium Risk,France,Female,46,Middle Age,4,Established,96173.17,2,Standard,1,1,116378.31,High Value,High,0,Retained
8669,15687719,She,532,Medium Risk,Spain,Female,37,Middle Age,5,Established,0,2,Standard,0,1,6761.84,Low value,Low,0,Retained
8670,15799641,Bruno,540,Medium Risk,Spain,Male,39,Middle Age,2,New,0,2,Standard,1,0,81995.92,Medium Value,Medium,0,Retained
8671,15758702,Watson,705,Low Risk,France,Female,55,Old,8,Loyal,0,2,Standard,1,1,14392.68,Low value,Low,0,Retained
8672,15689526,Shih,542,Medium Risk,Germany,Female,35,Middle Age,9,Very Loyal,127543.11,2,Standard,1,0,468.94,Low value,Low,1,Churned
8673,15586848,Rose,706,Low Risk,France,Male,38,Middle Age,1,New,0,2,Standard,1,0,122379.54,High Value,High,0,Retained
8674,15707637,Zikoranachukwudimma,765,Low Risk,France,Female,56,Old,1,New,0,1,Basic,1,0,13228.93,Low value,Low,1,Churned
8675,15719426,Cole,529,Medium Risk,France,Male,67,Old,8,Loyal,103101.56,2,Standard,1,1,154002.02,High Value,High,1,Churned
8676,15639265,Isaacs,714,Low Risk,France,Male,54,Old,7,Loyal,126113.28,1,Basic,1,0,112777.38,Medium Value,High,0,Retained
8677,15576124,Muravyova,582,Medium Risk,France,Male,41,Middle Age,1,New,40488.76,1,Basic,1,0,128528.83,Medium Value,High,0,Retained
8678,15757829,Timperley,609,Medium Risk,Germany,Female,40,Middle Age,10,Very Loyal,137389.77,2,Standard,1,0,170122.22,High Value,High,0,Retained
8679,15633227,Kenechukwu,518,Medium Risk,France,Female,28,Adolescence,9,Very Loyal,85146.36,1,Basic,0,0,2803.89,Low value,Low,0,Retained
8680,15753092,He,791,Low Risk,Germany,Male,35,Middle Age,5,Established,129828.58,1,Basic,1,1,181918.26,Medium Value,High,1,Churned
8681,15782939,Storey,747,Low Risk,France,Male,42,Middle Age,4,Established,80214.36,1,Basic,1,0,115241.96,Medium Value,High,1,Churned
8682,15746338,Onyekachukwu,565,Medium Risk,France,Female,40,Middle Age,2,New,0,2,Standard,1,1,129956.13,High Value,High,0,Retained
8683,15590676,Kharlamova,735,Low Risk,France,Male,34,Middle Age,1,New,141796.43,1,Basic,1,0,45858.49,Low value,Low,0,Retained
8684,15599329,Christopher,697,Medium Risk,France,Female,49,Middle Age,7,Loyal,195238.29,4,Premium,0,1,131083.56,High Value,High,1,Churned
8685,15783097,Lombardo,813,Low Risk,Germany,Male,27,Adolescence,6,Loyal,111348.15,1,Basic,1,0,46422.46,Low value,Low,0,Retained
8686,15597885,Kerr,772,Low Risk,France,Male,43,Middle Age,6,Loyal,0,2,Standard,1,1,57675.88,Medium Value,Medium,0,Retained
8687,15597467,Duncan,606,Medium Risk,France,Female,71,Old,8,Loyal,0,2,Standard,1,1,169741.96,High Value,High,0,Retained
8688,15724764,Lawley,667,Medium Risk,Germany,Female,42,Middle Age,10,Very Loyal,64404.26,2,Standard,0,0,26022.37,Low value,Low,0,Retained
8689,15778418,Burns,637,Medium Risk,Germany,Male,40,Middle Age,9,Very Loyal,154309.67,1,Basic,1,1,125334.16,Medium Value,High,1,Churned
8690,15684769,Whitson,542,Medium Risk,France,Male,67,Old,10,Very Loyal,129431.36,1,Basic,0,1,21343.74,Low value,Low,0,Retained
8691,15756167,Doyne,762,Low Risk,Spain,Female,43,Middle Age,5,Established,134204.67,1,Basic,1,1,139971.01,Medium Value,High,0,Retained
8692,15632439,Pinto,698,Medium Risk,France,Female,39,Middle Age,4,Established,0,2,Standard,0,1,47455.82,Low value,Low,0,Retained
8693,15755138,Chin,850,Low Risk,France,Female,32,Middle Age,8,Loyal,0,2,Standard,1,1,55593.8,Medium Value,Medium,0,Retained
8694,15659092,Davide,621,Medium Risk,France,Female,50,Middle Age,5,Established,0,2,Standard,1,0,191756.54,High Value,High,1,Churned
8695,15742116,Torres,671,Medium Risk,Germany,Female,48,Middle Age,9,Very Loyal,116711.06,2,Standard,0,0,76373.38,Medium Value,Medium,0,Retained
8696,15801994,Buccho,775,Low Risk,France,Male,31,Middle Age,9,Very Loyal,0,2,Standard,1,0,169278.51,High Value,High,0,Retained
8697,15647572,Greece,504,Medium Risk,Spain,Male,34,Middle Age,0,New,54980.81,1,Basic,1,1,136909.88,Medium Value,High,0,Retained
8698,15644551,Wimble,751,Low Risk,Spain,Female,37,Middle Age,3,Established,99773.85,2,Standard,1,0,54865.92,Medium Value,Medium,0,Retained
8699,15709135,Pirozzi,691,Medium Risk,Germany,Male,30,Middle Age,7,Loyal,101231.77,2,Standard,0,0,156529.44,High Value,High,0,Retained
8700,15684469,Hsiung,841,Low Risk,Germany,Male,32,Middle Age,2,New,117070.21,1,Basic,1,0,113482.2,Medium Value,High,0,Retained
8701,15627637,Obioma,709,Low Risk,Germany,Male,23,Adolescence,8,Loyal,73314.04,2,Standard,1,0,63446.47,Medium Value,Medium,0,Retained
8702,15667093,Onio,673,Medium Risk,France,Male,37,Middle Age,2,New,0,1,Basic,1,1,13624.02,Low value,Low,0,Retained
8703,15690589,Udinesi,541,Medium Risk,France,Male,37,Middle Age,9,Very Loyal,212314.03,1,Basic,0,1,148814.54,Medium Value,High,0,Retained
8704,15595350,Fermin,661,Medium Risk,France,Female,31,Middle Age,3,Established,136067.82,2,Standard,1,0,65567.91,Medium Value,Medium,0,Retained
8705,15777586,Moss,784,Low Risk,Spain,Female,42,Middle Age,2,New,109052.04,2,Standard,1,0,6409.55,Low value,Low,0,Retained
8706,15804064,Docherty,742,Low Risk,France,Female,35,Middle Age,2,New,79126.17,1,Basic,1,1,126997.53,Medium Value,High,0,Retained
8707,15717770,Marcelo,850,Low Risk,Spain,Female,55,Old,7,Loyal,0,1,Basic,0,0,171762.87,Medium Value,High,1,Churned
8708,15754443,Fadden,443,High Risk,France,Female,35,Middle Age,9,Very Loyal,108308,1,Basic,1,0,129031.19,Medium Value,High,1,Churned
8709,15776939,Zox,778,Low Risk,Germany,Female,48,Middle Age,3,Established,102290.56,2,Standard,1,0,182691.31,High Value,High,0,Retained
8710,15713517,Otitodilinna,529,Medium Risk,France,Male,39,Middle Age,6,Loyal,102025.08,2,Standard,1,0,12351.01,Low value,Low,0,Retained
8711,15683522,Kennedy,678,Medium Risk,Germany,Female,37,Middle Age,2,New,113383.07,1,Basic,1,1,135123.96,Medium Value,High,0,Retained
8712,15673995,Tu,516,Medium Risk,Spain,Female,65,Old,9,Very Loyal,102541.1,1,Basic,1,0,181490.42,Medium Value,High,0,Retained
8713,15771054,Barnes,469,High Risk,Spain,Male,35,Middle Age,5,Established,0,2,Standard,1,0,186490.37,High Value,High,0,Retained
8714,15578788,Bibi,786,Low Risk,Spain,Male,40,Middle Age,6,Loyal,0,2,Standard,0,0,41248.8,Low value,Low,0,Retained
8715,15737408,L?,703,Low Risk,France,Female,41,Middle Age,6,Loyal,109941.51,1,Basic,1,0,116267.28,Medium Value,High,0,Retained
8716,15750837,Landseer,579,Medium Risk,Germany,Male,41,Middle Age,0,New,141749.68,1,Basic,0,1,9201.53,Low value,Low,0,Retained
8717,15576022,Nwachinemelu,565,Medium Risk,France,Male,38,Middle Age,5,Established,0,2,Standard,0,1,80630.32,Medium Value,Medium,0,Retained
8718,15635502,Ch'iu,443,High Risk,France,Male,44,Middle Age,2,New,0,1,Basic,1,0,159165.7,Medium Value,High,0,Retained
8719,15627298,Vinogradova,589,Medium Risk,France,Male,37,Middle Age,7,Loyal,85146.48,2,Standard,1,0,86490.09,Medium Value,Medium,1,Churned
8720,15811415,Jenks,691,Medium Risk,France,Female,44,Middle Age,6,Loyal,134066.1,2,Standard,1,1,197572.41,High Value,High,0,Retained
8721,15645059,Crace,711,Low Risk,France,Female,28,Adolescence,8,Loyal,0,2,Standard,0,0,105159.89,High Value,High,0,Retained
8722,15689671,Packham,775,Low Risk,Spain,Male,27,Adolescence,4,Established,0,1,Basic,1,1,40807.26,Low value,Low,0,Retained
8723,15718667,T'ien,621,Medium Risk,France,Male,35,Middle Age,7,Loyal,87619.29,1,Basic,1,0,143.34,Low value,Low,0,Retained
8724,15803202,Onyekachi,350,High Risk,France,Male,51,Old,10,Very Loyal,0,1,Basic,1,1,125823.79,Medium Value,High,1,Churned
8725,15593683,Solomina,668,Medium Risk,Spain,Female,30,Middle Age,8,Loyal,0,2,Standard,1,0,138465.7,High Value,High,0,Retained
8726,15703394,Hawes,633,Medium Risk,Spain,Male,27,Adolescence,3,Established,0,2,Standard,1,0,44008.91,Low value,Low,0,Retained
8727,15570289,Benson,697,Medium Risk,Germany,Male,43,Middle Age,8,Loyal,103409.16,1,Basic,1,0,66893.28,Medium Value,Medium,1,Churned
8728,15567437,Emenike,734,Low Risk,Germany,Female,30,Middle Age,7,Loyal,123040.38,1,Basic,1,1,76503.06,Medium Value,Medium,0,Retained
8729,15711687,Nero,434,High Risk,France,Male,41,Middle Age,4,Established,108128.52,1,Basic,0,1,56784.11,Medium Value,Medium,0,Retained
8730,15656592,Toscano,646,Medium Risk,Germany,Male,48,Middle Age,8,Loyal,169023.33,2,Standard,1,1,175657.55,High Value,High,0,Retained
8731,15634373,Yang,764,Low Risk,France,Male,30,Middle Age,5,Established,0,2,Standard,0,1,105155.66,High Value,High,0,Retained
8732,15769125,Palerma,727,Low Risk,Spain,Female,41,Middle Age,10,Very Loyal,0,2,Standard,0,1,47468.56,Low value,Low,0,Retained
8733,15711386,Trentini,724,Low Risk,France,Female,29,Adolescence,6,Loyal,0,2,Standard,0,1,64729.51,Medium Value,Medium,0,Retained
8734,15714241,Haddon,749,Low Risk,Spain,Male,42,Middle Age,9,Very Loyal,222267.63,1,Basic,0,0,101108.85,Medium Value,High,1,Churned
8735,15642530,Coates,706,Low Risk,Germany,Female,47,Middle Age,10,Very Loyal,144090.42,1,Basic,1,0,140938.95,Medium Value,High,1,Churned
8736,15713599,Castiglione,728,Low Risk,France,Male,30,Middle Age,10,Very Loyal,114835.43,1,Basic,0,1,37662.49,Low value,Low,0,Retained
8737,15744770,Stone,636,Medium Risk,France,Male,44,Middle Age,2,New,0,2,Standard,0,0,86414.41,Medium Value,Medium,0,Retained
8738,15780498,Maynard,634,Medium Risk,France,Male,34,Middle Age,3,Established,145030.92,1,Basic,1,1,41820.65,Low value,Low,0,Retained
8739,15624397,Moore,627,Medium Risk,France,Male,43,Middle Age,8,Loyal,71240.3,1,Basic,0,1,127734.16,Medium Value,High,0,Retained
8740,15615219,Obielumani,518,Medium Risk,France,Male,59,Old,5,Established,138772.15,1,Basic,0,1,123872,Medium Value,High,0,Retained
8741,15570908,Harding,687,Medium Risk,Spain,Female,29,Adolescence,7,Loyal,93617.07,1,Basic,0,1,113050.92,Medium Value,High,0,Retained
8742,15762855,Hill,622,Medium Risk,Spain,Female,23,Adolescence,8,Loyal,0,2,Standard,1,1,131389.39,High Value,High,0,Retained
8743,15661827,Brown,693,Medium Risk,Spain,Female,45,Middle Age,4,Established,0,2,Standard,1,1,26589.56,Low value,Low,0,Retained
8744,15746035,Pagnotto,450,High Risk,Spain,Male,25,Adolescence,9,Very Loyal,74237.2,2,Standard,0,1,195463.35,High Value,High,0,Retained
8745,15691906,Esposito,664,Medium Risk,Germany,Female,49,Middle Age,5,Established,127421.78,2,Standard,1,0,108876.75,High Value,High,1,Churned
8746,15793424,Tan,663,Medium Risk,Spain,Female,28,Adolescence,8,Loyal,61274.7,2,Standard,1,0,136054.45,High Value,High,0,Retained
8747,15577905,Hammond,660,Medium Risk,France,Male,34,Middle Age,8,Loyal,106486.66,2,Standard,0,1,182262.66,High Value,High,0,Retained
8748,15667216,Chung,579,Medium Risk,France,Female,29,Adolescence,10,Very Loyal,73194.52,2,Standard,1,1,129209.09,High Value,High,0,Retained
8749,15673971,Houghton,655,Medium Risk,Germany,Female,44,Middle Age,6,Loyal,146498.76,1,Basic,1,0,64853.51,Medium Value,Medium,1,Churned
8750,15701238,Chia,683,Medium Risk,France,Male,47,Middle Age,1,New,0,2,Standard,1,0,148989.15,High Value,High,0,Retained
8751,15644849,Zikoranachidimma,655,Medium Risk,France,Female,32,Middle Age,2,New,0,1,Basic,1,1,71047.51,Medium Value,Medium,0,Retained
8752,15635531,Boag,575,Medium Risk,Spain,Female,30,Middle Age,8,Loyal,0,2,Standard,1,0,185341.63,High Value,High,0,Retained
8753,15632263,Pagnotto,574,Medium Risk,Spain,Male,30,Middle Age,5,Established,120355,1,Basic,1,0,137793.35,Medium Value,High,0,Retained
8754,15720110,Oluchukwu,795,Low Risk,France,Male,32,Middle Age,2,New,117265.21,1,Basic,1,1,198317.23,Medium Value,High,0,Retained
8755,15619045,Baxter,776,Low Risk,France,Female,43,Middle Age,4,Established,0,2,Standard,0,1,162137.5,High Value,High,0,Retained
